"unique_id","TEHC_ST"
"29286058826718 102",24
"29286058840218 101",34
"29286058840218 102",34
"29286058840218 103",34
"29286058840218 104",34
"29286058840218 105",34
"29286058840218 106",34
"29286058845818 101",24
"29286058856618 101",34
"29286058856618 102",34
"29286058856618 104",34
"29286058856818 101",24
"29286058856818 102",24
"29286058856818 103",24
"29286058856818 104",24
"29286058856818 105",24
"29286058856818 106",24
"29286058860218 101",24
"29286058863218 101",34
"29286058863218 102",34
"29286058863218 103",34
"29286058869218 101",24
"29286058869218 102",24
"29286058869218 103",24
"29286058869218 104",24
"29286058873018 101",24
"29286058873018 102",24
"29286058888318 101",34
"29286058889818 101",34
"29286058889818 102",34
"29286058889818 103",34
"29286058889818 104",34
"29286058889818 105",34
"29286058889818 106",34
"29286058889818 107",34
"29286058889818 108",34
"29286058889818 109",34
"29286058891918 101",24
"29286058891918 102",24
"29286058896718 101",24
"29286058897218 101",24
"29286058897218 102",24
"29286058899418 101",24
"29286058899418 102",24
"29286059708718 101",54
"29286059765018 101",54
"29286059765018 102",54
"29286059766418 101",54
"29286059766418 102",54
"29286059783218 101",54
"29286059783218 102",54
"29286060407118 101",54
"29286060407118 102",54
"29286060408718 101",54
"29286060408718 102",54
"29286060415818 101",54
"29286060442618 101",54
"29286060442618 102",54
"29286060444418 101",54
"29286060444418 102",54
"29286060464618 101",54
"29286060464618 102",54
"29286060464618 103",54
"29286060464618 104",54
"29286060464618 105",54
"29286060464618 106",54
"29286060464618 107",54
"29286060466418 101",54
"29286060469918 101",54
"29286060469918 102",54
"29286060478118 101",54
"29286060484818 101",54
"29286060484818 102",54
"29286060495618 101",54
"29286060495718 101",54
"29286060602018 101",34
"29286060611618 101",24
"29286060611618 102",24
"29286060617218 101",34
"29286060619418 101",24
"29286060621018 101",34
"29286060626718 101",24
"29286060626718 102",24
"29286060626718 103",24
"29286060626718 104",24
"29286060654718 101",24
"29286060654718 102",24
"29286060654718 103",24
"29286060656618 101",34
"29286060656618 102",34
"29286060656618 103",34
"29286060656818 101",24
"29286060665118 101",34
"29286060665118 102",34
"29286060673018 101",24
"29286060675918 101",34
"29286060675918 102",34
"29286060675918 103",34
"29286060677318 101",24
"29286060677318 102",24
"29286060677318 103",24
"29286060677318 104",24
"29286060677318 105",24
"29286060677318 106",24
"29286060691918 101",24
"29286060696718 101",24
"29286060696718 102",24
"29286060696718 103",24
"29286060697218 101",24
"29286060697218 102",24
"29286060697218 103",24
"29286060902018 101",34
"29286060902018 102",34
"29286060902018 103",34
"29286060907118 101",54
"29286060907118 102",54
"29286060907118 103",54
"29286060907118 104",54
"29286060911618 101",24
"29286060917218 101",34
"29286060917218 102",34
"29286060917218 103",34
"29286060917218 104",34
"29286060917218 105",34
"29286060918018 101",51
"29286060918018 102",51
"29286060918018 103",51
"29286060918018 104",51
"29286060918018 105",51
"29286060919418 101",24
"29286060919418 102",24
"29286060924718 101",54
"29286060924718 102",54
"29286060924718 103",54
"29286060924718 104",54
"29286060924718 105",54
"29286060925818 101",54
"29286060925818 102",54
"29286060926718 101",24
"29286060926718 102",24
"29286060926718 103",24
"29286060926718 104",24
"29286060926718 105",24
"29286060933818 101",54
"29286060933818 102",54
"29286060933818 103",54
"29286060934818 101",34
"29286060934818 102",34
"29286060934818 103",34
"29286060934818 104",34
"29286060934818 105",34
"29286060934818 106",34
"29286060943118 101",24
"29286060943118 102",24
"29286060944418 101",54
"29286060944418 102",54
"29286060945818 101",24
"29286060945818 102",24
"29286060945818 103",24
"29286060947518 101",54
"29286060947518 102",54
"29286060947518 103",54
"29286060953818 101",54
"29286060953818 102",54
"29286060953818 103",54
"29286060953818 104",54
"29286060954718 101",24
"29286060954718 102",24
"29286060954718 103",24
"29286060954718 104",24
"29286060954718 105",24
"29286060956618 101",34
"29286060956618 102",34
"29286060956818 101",24
"29286060956818 102",24
"29286060956818 103",24
"29286060958218 101",34
"29286060958218 102",34
"29286060958218 103",34
"29286060958218 104",34
"29286060958218 105",34
"29286060969218 101",24
"29286060969218 102",24
"29286060969918 101",54
"29286060969918 102",54
"29286060969918 103",54
"29286060970518 101",24
"29286060970518 102",24
"29286060970518 103",24
"29286060973018 101",24
"29286060973018 102",24
"29286060973018 103",24
"29286060975918 101",34
"29286060975918 102",34
"29286060975918 103",34
"29286060975918 104",34
"29286060975918 105",34
"29286060977718 101",54
"29286060981118 101",54
"29286060981118 102",54
"29286060982018 101",54
"29286060984818 101",54
"29286060984818 102",54
"29286060984918 101",54
"29286060984918 102",54
"29286060984918 103",54
"29286060987318 101",54
"29286060993218 101",24
"29286060993218 102",24
"29286060993218 103",24
"29286060993218 104",24
"29286060993218 105",24
"29286060993218 106",24
"29286060994818 101",54
"29286060994818 102",54
"29286060996718 101",24
"29286060996718 102",24
"29286060996718 103",24
"29286060996718 104",24
"29286060997218 101",24
"29286060997218 102",24
"29286060997218 103",24
"29286060999418 101",24
"29286060999418 102",24
"29286061033818 101",54
"29286061033818 102",54
"29286061033818 103",54
"29286061033818 104",54
"29286061033818 105",54
"29286061052218 101",54
"29286061052218 102",54
"29286068405818 101",34
"29286068405818 102",34
"29286068408118 101",34
"29286068408118 102",34
"29286068408118 103",34
"29286068408118 104",34
"29286068408518 101",4
"29286068408518 102",4
"29286068408518 103",4
"29286068408518 104",4
"29286068412718 101",4
"29286068412718 102",4
"29286068425118 101",34
"29286068430118 101",34
"29286068430118 102",34
"29286068430118 103",34
"29286068430118 104",34
"29286068430118 105",34
"29286068431118 101",34
"29286068434618 101",34
"29286068438818 101",4
"29286068438818 102",4
"29286068441418 101",34
"29286068441418 102",34
"29286068441418 103",34
"29286068448618 101",34
"29286068448618 102",34
"29286068448618 103",34
"29286068458818 101",34
"29286068458818 102",34
"29286068458818 103",34
"29286068458818 104",34
"29286068465318 101",34
"29286068472018 101",34
"29286068472018 102",34
"29286068477818 101",34
"29286068477818 102",34
"29286068477818 103",34
"29286068477818 104",34
"29286068477818 105",34
"29286068477818 106",34
"29286068489118 101",34
"29286068489118 102",34
"29286068489118 103",34
"29286068493518 101",4
"29286068493518 102",4
"29286068496418 101",34
"29286068496418 102",34
"29286068498818 101",34
"29286068498818 102",34
"29286068498818 103",34
"29286068498818 104",34
"29286068498818 105",34
"29286068805818 101",34
"29286068805818 102",34
"29286068809718 101",34
"29286068809718 102",34
"29286068809718 103",34
"29286068816118 101",4
"29286068824018 101",24
"29286068824618 101",4
"29286068825118 101",34
"29286068828418 101",34
"29286068828418 102",34
"29286068829718 101",24
"29286068829718 102",24
"29286068830118 101",34
"29286068830118 102",34
"29286068830118 103",34
"29286068831018 101",4
"29286068831018 102",4
"29286068836518 101",34
"29286068836518 102",34
"29286068836518 103",34
"29286068847718 101",24
"29286068847718 102",24
"29286068847718 103",24
"29286068848618 101",34
"29286068848618 102",34
"29286068850218 101",24
"29286068850218 102",24
"29286068850518 101",4
"29286068851818 101",34
"29286068851818 102",34
"29286068858818 101",34
"29286068858818 102",34
"29286068858818 103",34
"29286068861918 101",44
"29286068861918 102",44
"29286068865318 101",34
"29286068868818 101",4
"29286068868818 102",4
"29286068869218 101",24
"29286068875518 101",44
"29286068875518 102",44
"29286068877318 101",24
"29286068877318 102",24
"29286068877318 103",24
"29286068877818 101",34
"29286068877818 102",34
"29286068877818 103",34
"29286068882818 101",24
"29286068882818 102",24
"29286068893218 101",24
"29286068893218 102",24
"29286068895018 101",44
"29286068896418 101",34
"29286068899418 101",42
"29286068902718 101",24
"29286068913818 101",24
"29286068913818 102",24
"29286068916218 101",24
"29286068917218 101",34
"29286068917218 102",34
"29286068917218 103",34
"29286068943118 101",24
"29286068943118 102",24
"29286068947718 101",24
"29286068947718 102",24
"29286068950218 101",24
"29286068954718 101",24
"29286068960218 101",24
"29286068960218 102",24
"29286068963218 101",34
"29286068963218 102",34
"29286068963218 103",34
"29286068963218 104",34
"29286068963218 105",34
"29286068969218 101",24
"29286068969218 102",24
"29286068969218 103",24
"29286068969218 104",24
"29286068969518 101",34
"29286068969518 102",34
"29286068970518 101",24
"29286068970518 102",24
"29286068970518 103",24
"29286068977318 101",24
"29286068988318 101",34
"29286068988318 102",34
"29286068996718 101",24
"29286068997218 101",24
"29286068997218 102",24
"29286068999418 101",24
"29286068999418 102",24
"29286077104318 101",54
"29286077115818 101",54
"29286077144418 101",54
"29286077144418 102",54
"29286077144418 103",54
"29286077147318 101",54
"29286077147318 102",54
"29286077147318 103",54
"29286077147318 104",54
"29286077147318 105",54
"29286077172918 101",54
"29286077172918 102",54
"29286077184818 101",54
"29286077184818 102",54
"29286081602018 101",34
"29286081602018 102",34
"29286081606918 101",34
"29286081612018 101",34
"29286081613418 101",24
"29286081613418 102",24
"29286081613418 103",24
"29286081622018 101",34
"29286081624018 101",24
"29286081624018 102",24
"29286081624018 103",24
"29286081624018 104",24
"29286081624018 105",24
"29286081625118 101",34
"29286081625118 102",34
"29286081625118 103",34
"29286081625118 104",34
"29286081629818 101",34
"29286081629818 102",34
"29286081629818 103",34
"29286081629818 104",34
"29286081629818 105",34
"29286081631118 101",34
"29286081638618 101",34
"29286081639418 101",34
"29286081639418 102",34
"29286081644918 101",44
"29286081649718 101",34
"29286081649718 102",34
"29286081649718 103",34
"29286081650218 101",61
"29286081651818 101",6
"29286081652218 101",24
"29286081652218 102",24
"29286081652218 103",24
"29286081652218 104",24
"29286081653818 101",54
"29286081658218 101",34
"29286081658218 102",34
"29286081659618 101",24
"29286081659618 102",24
"29286081659618 103",24
"29286081662218 101",24
"29286081662218 102",24
"29286081662218 103",24
"29286081669118 101",54
"29286081669118 102",54
"29286081672018 101",34
"29286081672018 102",34
"29286081678818 101",24
"29286081678818 102",24
"29286081680118 101",34
"29286081680118 102",34
"29286081680118 103",34
"29286081682018 101",54
"29286081682018 102",54
"29286081684418 101",24
"29286081684418 102",24
"29286081684418 103",24
"29286081684418 104",24
"29286081684918 101",54
"29286081684918 102",54
"29286081685718 101",34
"29286081685718 102",34
"29286081687318 101",54
"29286081687318 102",54
"29286081688318 101",34
"29286081690318 101",44
"29286081694618 101",44
"29286081694818 101",54
"29286081694818 102",54
"29286081699418 101",24
"29286082802018 101",34
"29286082805818 101",34
"29286082805818 102",34
"29286082805818 103",34
"29286082805818 104",34
"29286082809218 101",4
"29286082809218 102",4
"29286082809218 103",4
"29286082809218 104",4
"29286082809218 105",4
"29286082809718 101",34
"29286082810818 101",4
"29286082810818 102",4
"29286082812018 101",34
"29286082812018 102",34
"29286082812018 103",34
"29286082812518 101",4
"29286082812518 102",4
"29286082812518 103",4
"29286082812518 104",4
"29286082812518 105",4
"29286082812518 106",4
"29286082817918 101",4
"29286082817918 102",4
"29286082817918 103",4
"29286082822918 101",34
"29286082822918 102",34
"29286082822918 103",34
"29286082822918 104",34
"29286082828518 101",4
"29286082828518 102",4
"29286082829818 101",34
"29286082829818 102",34
"29286082830118 101",34
"29286082831018 101",4
"29286082834818 101",34
"29286082834818 102",34
"29286082834818 103",34
"29286082834818 104",34
"29286082834818 105",34
"29286082834818 106",34
"29286082836518 101",34
"29286082836518 102",34
"29286082839418 101",34
"29286082846618 101",34
"29286082846618 102",34
"29286082846618 103",34
"29286082846718 101",4
"29286082846718 102",4
"29286082847018 101",4
"29286082847018 102",4
"29286082847718 101",24
"29286082849718 101",34
"29286082849718 102",34
"29286082850218 101",24
"29286082850518 101",4
"29286082850518 102",4
"29286082851818 101",34
"29286082856618 101",34
"29286082865318 101",34
"29286082865318 102",34
"29286082865318 103",34
"29286082865318 104",34
"29286082866818 101",4
"29286082866818 102",4
"29286082866818 103",4
"29286082875918 101",34
"29286082875918 102",34
"29286082877818 101",34
"29286082877918 101",34
"29286082877918 102",34
"29286082877918 103",34
"29286082878818 101",24
"29286082878818 102",24
"29286082879718 101",34
"29286082879718 102",34
"29286082879718 103",34
"29286082879718 104",34
"29286082879718 105",34
"29286082880118 101",34
"29286082880118 102",34
"29286082880118 103",34
"29286082885718 101",34
"29286082887918 101",34
"29286082887918 102",34
"29286082887918 103",34
"29286082889118 101",34
"29286082896018 101",4
"29286082896018 102",4
"29286082896018 103",4
"29286082896018 104",4
"29286082898818 101",34
"29286082898818 102",34
"29286082898818 103",34
"29286082898818 104",34
"29286082899918 101",4
"29286082899918 102",4
"29286082899918 103",4
"29286082899918 104",4
"29286082899918 105",4
"29286082899918 106",4
"29286082899918 107",4
"29286084907118 101",54
"29286084907118 102",54
"29286084907118 103",54
"29286084908718 101",54
"29286084908718 102",54
"29286084908718 103",54
"29286084908718 104",54
"29286084924718 101",54
"29286084924718 102",54
"29286084942618 101",54
"29286084942618 102",54
"29286084951918 101",54
"29286084951918 102",54
"29286084962618 101",54
"29286084962618 102",54
"29286084965018 101",54
"29286084965018 102",54
"29286084966418 101",54
"29286084966418 102",54
"29286084978118 101",54
"29286084978118 102",54
"29286084983218 101",54
"29286084983218 102",54
"29286084983218 103",54
"29286084995618 101",54
"29286084995618 102",54
"29286084995718 101",54
"29286084995718 102",54
"29286086002918 101",44
"29286086002918 102",44
"29286086002918 103",44
"29286086002918 104",44
"29286086002918 105",44
"29286086007018 101",24
"29286086007018 102",24
"29286086007018 103",24
"29286086007018 104",24
"29286086007018 105",24
"29286086014218 101",44
"29286086014218 102",44
"29286086014218 103",44
"29286086034318 101",24
"29286086034318 102",24
"29286086034318 103",24
"29286086034318 104",24
"29286086034318 105",24
"29286086037318 101",44
"29286086046518 101",24
"29286086046518 102",24
"29286086065518 101",44
"29286086065518 102",44
"29286086065518 103",44
"29286086065518 104",44
"29286086065518 105",44
"29286086067618 101",44
"29286086067618 102",44
"29286086067618 103",44
"29286086067618 104",44
"29286086088718 101",44
"29286086088718 102",44
"29286086090318 101",44
"29286086090518 101",44
"29286089217218 101",34
"29286089223318 101",44
"29286089254518 101",25
"29286089282818 101",24
"29286089282818 102",24
"29286089282818 103",24
"29286092505818 101",34
"29286092509718 101",34
"29286092516118 101",4
"29286092516118 102",4
"29286092516118 103",4
"29286092516118 104",4
"29286092516718 101",24
"29286092516718 102",24
"29286092516718 103",24
"29286092516718 104",24
"29286092517318 101",44
"29286092517318 102",44
"29286092524018 101",24
"29286092524018 102",24
"29286092524018 103",24
"29286092524018 104",24
"29286092524618 101",4
"29286092528418 101",34
"29286092528418 102",34
"29286092528418 103",34
"29286092529718 101",24
"29286092529718 102",24
"29286092536018 101",44
"29286092545818 101",24
"29286092545818 102",24
"29286092547718 101",24
"29286092547718 102",24
"29286092548618 101",34
"29286092548618 102",34
"29286092550518 101",4
"29286092550518 102",4
"29286092550518 103",4
"29286092575518 101",44
"29286092576218 101",4
"29286092576218 102",4
"29286092589418 101",44
"29286092593318 101",44
"29286092593318 102",44
"29286092596418 101",34
"29286092596418 102",34
"29286092596418 103",34
"29286092596418 104",34
"29286092596418 105",34
"29286093200318 101",4
"29286093200318 102",4
"29286093203318 101",4
"29286093204318 101",54
"29286093205818 101",34
"29286093205818 102",34
"29286093205818 103",34
"29286093208718 101",54
"29286093208718 102",54
"29286093213818 101",24
"29286093216718 101",24
"29286093219618 101",24
"29286093222918 101",34
"29286093224018 101",24
"29286093224018 102",24
"29286093228018 101",4
"29286093228018 102",4
"29286093228418 101",34
"29286093228418 102",34
"29286093228418 103",34
"29286093228418 104",34
"29286093228418 105",34
"29286093228518 101",4
"29286093228518 102",4
"29286093228518 103",4
"29286093229718 101",24
"29286093229718 102",24
"29286093229718 103",24
"29286093229718 104",24
"29286093230118 101",39
"29286093231118 101",34
"29286093231118 102",34
"29286093236318 101",4
"29286093236318 102",4
"29286093238318 101",6
"29286093238318 102",6
"29286093239418 101",34
"29286093239418 102",34
"29286093239418 103",34
"29286093242018 101",24
"29286093244018 101",24
"29286093244018 102",24
"29286093244018 103",24
"29286093244018 104",24
"29286093246618 101",34
"29286093246618 102",34
"29286093246618 103",34
"29286093246618 104",34
"29286093247318 101",54
"29286093249718 101",34
"29286093249718 102",34
"29286093249718 103",34
"29286093249718 104",34
"29286093250918 101",24
"29286093253618 101",4
"29286093253618 102",4
"29286093253618 103",4
"29286093254718 101",54
"29286093254718 102",54
"29286093255418 101",24
"29286093255418 102",24
"29286093255418 103",24
"29286093255418 104",24
"29286093258218 101",34
"29286093258818 101",34
"29286093258818 102",34
"29286093262218 101",24
"29286093263218 101",34
"29286093263818 101",34
"29286093263818 102",34
"29286093263818 103",34
"29286093263818 104",34
"29286093263818 105",34
"29286093264618 101",54
"29286093264618 102",54
"29286093265018 101",54
"29286093266818 101",4
"29286093266818 102",4
"29286093268818 101",4
"29286093268818 102",4
"29286093269518 101",34
"29286093269518 102",34
"29286093269518 103",34
"29286093269518 104",34
"29286093269518 105",34
"29286093269518 106",34
"29286093273018 101",24
"29286093273018 102",24
"29286093280118 101",34
"29286093280118 102",34
"29286093280418 101",24
"29286093280418 102",24
"29286093285718 101",34
"29286093287918 101",34
"29286093288318 101",34
"29286093295618 101",54
"29286093295618 102",54
"29286093296418 101",34
"29286093296418 102",34
"29286093296418 103",34
"29286093296418 104",34
"29286093296718 101",42
"29286093296718 102",42
"29286093297218 101",24
"29286093298818 101",34
"29286093298818 102",34
"29286096702718 101",24
"29286096702718 102",24
"29286096702718 103",24
"29286096702718 104",24
"29286096719418 101",24
"29286096719418 102",24
"29286096724018 101",24
"29286096724018 102",24
"29286096724018 103",24
"29286096724018 104",24
"29286096725118 101",34
"29286096725118 102",34
"29286096729718 101",24
"29286096729718 102",24
"29286096729818 101",34
"29286096731118 101",34
"29286096734818 101",34
"29286096734818 102",34
"29286096742018 101",24
"29286096742018 102",24
"29286096744018 101",24
"29286096744018 102",24
"29286096744018 103",24
"29286096744018 104",24
"29286096754718 101",24
"29286096754718 102",24
"29286096756818 101",24
"29286096756818 102",24
"29286096758218 101",34
"29286096758218 102",34
"29286096758218 103",34
"29286096758418 101",24
"29286096758418 102",24
"29286096760218 101",24
"29286096760218 102",24
"29286096765018 101",54
"29286096765018 102",54
"29286096765018 103",54
"29286096796718 101",24
"29286096796718 102",24
"29286096796718 103",24
"29286096797218 101",24
"29286096797218 102",24
"29286096797218 103",24
"29286096797218 104",24
"29286098802018 101",34
"29286098802018 102",34
"29286098802018 103",34
"29286098802018 104",34
"29286098802018 105",34
"29286098802018 106",34
"29286098806918 101",34
"29286098806918 102",34
"29286098806918 103",34
"29286098806918 104",34
"29286098806918 105",34
"29286098809818 101",34
"29286098809818 102",34
"29286098809818 103",34
"29286098811618 101",24
"29286098811618 102",24
"29286098811618 103",24
"29286098817218 101",34
"29286098817218 102",36
"29286098818018 101",54
"29286098818018 102",54
"29286098818018 103",54
"29286098818018 104",54
"29286098819418 101",24
"29286098819418 102",24
"29286098819418 103",24
"29286098819418 104",24
"29286098819418 105",24
"29286098821018 101",34
"29286098821018 102",34
"29286098821018 103",34
"29286098821018 104",34
"29286098825818 101",54
"29286098825818 102",54
"29286098826718 101",24
"29286098826718 102",24
"29286098838618 101",34
"29286098838618 102",34
"29286098838618 103",34
"29286098838618 104",34
"29286098838618 105",34
"29286098840218 101",34
"29286098840218 102",34
"29286098840218 103",34
"29286098840218 104",34
"29286098840218 105",34
"29286098840218 106",34
"29286098844418 101",54
"29286098844418 102",54
"29286098844418 103",54
"29286098844418 104",54
"29286098844418 105",54
"29286098844418 106",54
"29286098845818 101",24
"29286098845818 102",24
"29286098845818 103",24
"29286098845818 104",24
"29286098845818 105",24
"29286098847518 101",54
"29286098847518 102",54
"29286098851918 101",54
"29286098851918 102",54
"29286098852218 101",54
"29286098858218 101",34
"29286098858218 102",34
"29286098858218 103",34
"29286098858218 104",34
"29286098860218 101",24
"29286098860218 102",24
"29286098860218 103",24
"29286098862618 101",54
"29286098865118 101",34
"29286098865118 102",34
"29286098865118 103",34
"29286098865118 104",34
"29286098869118 101",54
"29286098869118 102",54
"29286098872018 101",34
"29286098872018 102",34
"29286098872018 103",34
"29286098872018 104",34
"29286098872018 105",34
"29286098873018 101",24
"29286098873018 102",24
"29286098873018 103",24
"29286098875918 101",34
"29286098875918 102",34
"29286098877718 101",54
"29286098878118 101",54
"29286098878118 102",54
"29286098881418 101",54
"29286098881418 102",54
"29286098882018 101",54
"29286098882018 102",54
"29286098882018 103",54
"29286098884418 101",11
"29286098884818 101",54
"29286098884818 102",54
"29286098884818 103",54
"29286098888218 101",54
"29286098888218 102",54
"29286098891918 101",24
"29286098891918 102",24
"29286098891918 103",24
"29286098891918 104",24
"29286098891918 105",24
"29286098891918 106",24
"29286098891918 107",24
"29286098894818 101",54
"29286098894818 102",54
"29286098896718 101",24
"29286098896718 102",24
"29286098896718 103",24
"29286098896718 104",24
"29286098896718 105",24
"29286098896718 106",24
"29286098897218 101",24
"29286098897218 102",24
"29286098897218 103",24
"29286098899418 101",9
"29286099502018 101",34
"29286099513818 101",24
"29286099519618 101",24
"29286099519618 102",24
"29286099519618 103",24
"29286099519618 104",24
"29286099525318 101",24
"29286099540218 101",34
"29286099542018 101",24
"29286099542018 102",24
"29286099543118 101",24
"29286099545818 101",61
"29286099545818 102",61
"29286099545818 103",61
"29286099545818 104",61
"29286099546618 101",34
"29286099546618 102",34
"29286099546618 103",34
"29286099546618 104",34
"29286099546618 105",34
"29286099553618 101",4
"29286099554918 101",24
"29286099554918 102",24
"29286099570518 101",24
"29286099570518 102",24
"29286099570518 103",24
"29286099570518 104",24
"29286099573018 101",24
"29286099576518 101",24
"29286099584418 101",24
"29286099585118 101",4
"29286099585118 102",4
"29286099585118 103",4
"29286099585718 101",34
"29286099585718 102",34
"29286099593218 101",24
"29286099593218 102",24
"29286099596618 101",4
"29286099596618 102",4
"29295845082818 101",36
"29299509251918 101",54
"29299509262618 101",54
"29299509262618 102",54
"33209205737518 101",17
"33209205791618 101",17
"33209205791618 102",17
"33209205791618 103",17
"33209205797918 101",17
"33209205797918 102",17
"33209205797918 103",17
"33209205797918 104",17
"33209205799518 101",17
"33209205799518 102",17
"33209209808918 101",17
"33209209808918 102",17
"33209209832418 101",17
"33209209832418 102",17
"33209209832418 103",17
"33209209840118 101",17
"33209209840118 102",17
"33209209853718 101",17
"33209209891618 101",17
"33209209897918 101",17
"33209209897918 102",17
"33209209897918 103",17
"33209210108918 101",17
"33209210108918 102",17
"33209210108918 103",17
"33209210108918 104",17
"33209210108918 105",17
"33209210108918 106",17
"33209210108918 107",17
"33209210132418 101",17
"33209210132418 102",17
"33209210132418 103",17
"33209210132418 104",17
"33209210140118 101",17
"33209210191618 101",17
"33209210191618 102",17
"33209210197918 101",17
"33209210197918 102",17
"33209210197918 103",17
"33209210197918 104",17
"33209217208918 101",17
"33209217208918 102",17
"33209217208918 103",17
"33209217237518 101",17
"33209217240118 101",17
"33209217240118 102",17
"33209217253718 101",17
"33209217253718 102",17
"33209217291618 101",17
"33209217291618 102",17
"33209217291618 103",17
"33209217291618 104",17
"33209217297918 101",17
"33209217297918 102",17
"33209217299518 101",17
"33209217299518 102",17
"33209217299518 103",17
"33209234240118 101",17
"33209234240118 102",17
"33209234240118 103",17
"33209234285518 101",17
"33209234285518 102",17
"33209234285518 103",17
"33209234285518 104",17
"33209234286218 101",17
"33209234297918 101",17
"33209234297918 102",17
"33209234299518 101",17
"33209234299518 102",17
"33209234299518 103",17
"33209234299518 104",17
"33209234299518 105",17
"33209250137518 101",17
"33209250137518 102",17
"33209250137518 103",17
"33209250137518 104",17
"33209250153718 101",17
"33209250153718 102",17
"33209250153718 103",17
"33209250153718 104",17
"33209250185518 101",17
"33209250185518 102",17
"33209250185518 103",17
"33209250185518 104",17
"33209250185518 105",17
"33209250185518 106",17
"33209250197918 101",17
"33209250197918 102",17
"33209250197918 103",17
"33209250197918 104",17
"33209250197918 105",17
"33209250199518 101",17
"33209250199518 102",17
"33209250199518 103",17
"33209258808918 101",17
"33209258808918 102",17
"33209258832418 101",17
"33209258832418 102",17
"33209258832418 103",17
"33209258832418 104",17
"33209258832418 105",17
"33209258832418 106",17
"33209258886218 101",17
"33209258891618 101",17
"33209258891618 102",17
"33209258891618 103",17
"33209258891618 104",17
"33209258899518 101",17
"33209260632418 101",17
"33209260632418 102",17
"33209260632418 103",17
"33209260632418 104",17
"33209260632418 105",17
"33209260637518 101",17
"33209260685518 101",17
"33209260685518 102",17
"33209260685518 103",17
"33209260685518 104",17
"33209260686218 101",17
"33209260686218 102",17
"33209260686218 103",17
"33209260691618 101",17
"33209260691618 102",17
"33209260697918 101",17
"33209260699518 101",17
"33209260699518 102",17
"33209260932418 101",17
"33209260932418 102",17
"33209260932418 103",17
"33209260932418 104",17
"33209260985518 101",17
"33209260985518 102",17
"33209298832418 101",17
"33209298832418 102",17
"33209298832418 103",17
"33209298840118 101",17
"33209298840118 102",17
"33209298840118 103",17
"33209298840118 104",17
"33209298840118 105",17
"33209298853718 101",17
"33209298885518 101",17
"33209298885518 102",17
"33209298891618 101",17
"33209298891618 102",17
"33209298891618 103",17
"33209298897918 101",17
"33209298899518 101",17
"33209298899518 102",17
"33211409285518 101",17
"33211409285518 102",17
"33211409285518 103",17
"33211413632418 101",17
"33211413640118 101",17
"33211413640118 102",17
"33211413653718 101",17
"33211413653718 102",17
"33211413686218 101",17
"33211413686218 102",17
"33211428508918 101",17
"33211428508918 102",17
"33211428508918 103",17
"33211428508918 104",17
"33211428532418 101",17
"33211428556718 101",17
"33211428556718 102",17
"33211428585518 101",17
"33211428597918 101",17
"33211428597918 102",17
"33211455208918 101",17
"33211455237518 101",17
"33211455237518 102",17
"33211455253718 101",17
"33211455253718 102",17
"33211455291618 101",17
"33211455291618 102",17
"33211455291618 103",17
"33211455291618 104",17
"33211455297918 101",17
"33211468837518 101",17
"33211468840118 101",17
"33211468840118 102",17
"33211468886218 101",17
"33211468886218 102",17
"33211468886218 103",17
"33211468897918 101",17
"33211468897918 102",17
"33211468897918 103",17
"33211468897918 104",17
"33211468897918 105",17
"33211481632418 101",17
"33211481632418 102",17
"33211481632418 103",17
"33211481632418 104",17
"33211481653718 101",17
"33211481653718 102",17
"33211481653718 103",17
"33211481685518 101",17
"33211481685518 102",17
"33211481685518 103",17
"33211481685518 104",17
"33211481686218 101",17
"33211481686218 102",17
"33211481686218 103",17
"33211481697918 101",17
"33211481697918 102",17
"33211481699518 101",17
"33211481699518 102",17
"33211486005418 101",17
"33211486005418 102",17
"33211486005418 103",17
"33211486023518 101",17
"33211486023518 102",17
"33211486023518 103",17
"33211486048018 101",17
"33212809313418 101",27
"33212833508618 101",47
"33212855950118 101",37
"33213309348618 101",55
"33213355994618 101",47
"33213603758218 101",37
"33213603779718 101",37
"33213604609818 101",37
"33213604609818 102",37
"33213604609818 103",37
"33213604609818 104",37
"33213604627718 101",37
"33213605708918 101",17
"33213605708918 102",17
"33213605708918 103",17
"33213605708918 104",17
"33213605732418 101",17
"33213605732418 102",17
"33213605732418 103",17
"33213605732418 104",17
"33213605737518 101",17
"33213605737518 102",17
"33213605740118 101",17
"33213605740118 102",17
"33213605740118 103",17
"33213605785518 101",17
"33213605785518 102",17
"33213605785518 103",17
"33213605785518 104",17
"33213605785518 105",17
"33213605785518 106",17
"33213605786218 101",17
"33213605786218 102",17
"33213605786218 103",17
"33213605786218 104",17
"33213605786218 105",17
"33213605791618 101",17
"33213609808918 101",17
"33213609808918 102",17
"33213609832418 101",17
"33213609832418 102",17
"33213609840118 101",17
"33213609853718 101",17
"33213609853718 102",17
"33213609885518 101",17
"33213609886218 101",17
"33213609886218 102",17
"33213609897918 101",17
"33213610108918 101",17
"33213610108918 102",17
"33213610137518 101",17
"33213610137518 102",17
"33213610137518 103",17
"33213610140118 101",17
"33213610140118 102",17
"33213610153718 101",17
"33213610197918 101",17
"33213610197918 102",17
"33213610197918 103",17
"33213610199518 101",17
"33213610199518 102",17
"33213610199518 103",17
"33213610199518 104",17
"33213610199518 105",17
"33213617286218 101",17
"33213634286218 101",17
"33213634297918 101",17
