"unique_id","TEHC_ST"
"46986086188718 101",42
"46986086188718 102",42
"46986086188718 103",42
"46986086188718 104",42
"46986089285518 101",12
"46986089298818 101",32
"46986089298818 102",32
"46986090864718 101",12
"46986092509718 101",32
"46986092509718 102",32
"46986092509718 103",32
"46986092512318 101",12
"46986092512318 102",12
"46986092512318 103",12
"46986092515518 101",12
"46986092515518 102",12
"46986092515518 103",12
"46986092517418 101",42
"46986092517418 102",42
"46986092530118 101",32
"46986092530118 102",32
"46986092530118 103",32
"46986092530118 104",32
"46986092531618 101",42
"46986092531618 102",42
"46986092531618 103",42
"46986092531618 104",42
"46986092538118 101",12
"46986092538118 102",12
"46986092558518 101",12
"46986092558518 102",12
"46986092569618 101",12
"46986092569618 102",12
"46986092578718 101",12
"46986092578718 102",12
"46986092585218 101",42
"46986092585218 102",42
"46986092585218 103",42
"46986092585218 104",42
"46986092585218 105",42
"46986092590318 101",42
"46986092590518 101",42
"46986092590518 102",42
"46986092598818 101",32
"46986092598818 102",32
"46986092925518 101",12
"46986092934418 101",12
"46986092944918 101",42
"46986092959318 101",12
"46986092959318 102",12
"46986092975718 101",12
"46986092978718 101",12
"46986092990318 101",42
"46986092990318 102",42
"46986092990318 103",42
"46986092990318 104",42
"46986092994618 101",12
"46986093200018 101",2
"46986093200018 102",2
"46986093202318 101",22
"46986093202318 102",22
"46986093213318 101",2
"46986093213318 102",2
"46986093213318 103",2
"46986093213318 104",2
"46986093214918 101",42
"46986093214918 102",42
"46986093214918 103",42
"46986093217318 101",42
"46986093219718 101",42
"46986093219718 102",42
"46986093219718 103",42
"46986093223318 101",42
"46986093223318 102",42
"46986093223318 103",42
"46986093223318 104",42
"46986093229418 101",42
"46986093229418 102",42
"46986093229418 103",42
"46986093229418 104",42
"46986093229418 105",42
"46986093236018 101",42
"46986093236018 102",42
"46986093236018 103",42
"46986093236918 101",22
"46986093244818 101",2
"46986093254518 101",42
"46986093263018 101",42
"46986093263018 102",42
"46986093263018 103",42
"46986093263018 104",42
"46986093263018 105",42
"46986093263018 106",42
"46986093275318 101",42
"46986093275518 101",42
"46986093283118 101",42
"46986093283118 102",42
"46986093289418 101",42
"46986093289418 102",42
"46986093289418 103",42
"46986093289418 104",42
"46986093293318 101",42
"46986093295018 101",42
"46986093295018 102",42
"46986093295018 103",42
"46986093295018 104",42
"46986093295018 105",42
"46986093297818 101",2
"46986093297818 102",2
"46986093297818 103",2
"46986093297818 104",2
"46986093297818 105",2
"46986093297818 106",2
"46986094502318 101",22
"46986094502318 102",22
"46986094502318 103",22
"46986094502318 104",22
"46986094502318 105",22
"46986094506718 101",42
"46986094506718 102",42
"46986094506718 103",42
"46986094507018 101",22
"46986094507018 102",22
"46986094507018 103",22
"46986094507018 104",22
"46986094507018 105",22
"46986094507018 106",22
"46986094514918 101",42
"46986094514918 102",42
"46986094514918 103",42
"46986094516218 101",22
"46986094516218 102",22
"46986094518318 101",12
"46986094518318 102",12
"46986094523318 101",42
"46986094523318 102",42
"46986094523318 103",42
"46986094523518 101",12
"46986094523518 102",12
"46986094525318 101",22
"46986094525318 102",22
"46986094525518 101",12
"46986094525518 102",12
"46986094529418 101",42
"46986094529418 102",42
"46986094533418 101",12
"46986094533418 102",12
"46986094534318 101",22
"46986094534318 102",22
"46986094534418 101",12
"46986094536018 101",42
"46986094536018 102",42
"46986094536918 101",22
"46986094543118 101",22
"46986094545818 101",22
"46986094545818 102",22
"46986094545818 103",22
"46986094545818 104",22
"46986094545818 105",22
"46986094545818 106",22
"46986094546518 101",22
"46986094551618 101",42
"46986094551618 102",42
"46986094551618 103",42
"46986094554918 101",22
"46986094556718 101",12
"46986094559318 101",12
"46986094559418 101",12
"46986094559418 102",12
"46986094559418 103",12
"46986094559418 104",12
"46986094561318 101",42
"46986094561318 102",42
"46986094561918 101",42
"46986094561918 102",42
"46986094563018 101",42
"46986094567618 101",42
"46986094567618 102",42
"46986094567618 103",42
"46986094567618 104",42
"46986094568918 101",42
"46986094568918 102",42
"46986094569218 101",22
"46986094569218 102",22
"46986094569618 101",12
"46986094569618 102",12
"46986094569618 103",12
"46986094570518 101",22
"46986094570518 102",22
"46986094574618 101",22
"46986094575318 101",42
"46986094575318 102",42
"46986094575318 103",42
"46986094575318 104",42
"46986094575518 101",42
"46986094576518 101",22
"46986094576518 102",22
"46986094577018 101",22
"46986094577018 102",22
"46986094577318 101",22
"46986094584418 101",22
"46986094584418 102",22
"46986094584418 103",22
"46986094588718 101",42
"46986094588718 102",42
"46986094588718 103",42
"46986094588718 104",42
"46986094594418 101",42
"46986094595018 101",42
"46986096707018 101",22
"46986096707018 102",22
"46986096707018 103",22
"46986096707018 104",22
"46986096719718 101",42
"46986096719718 102",42
"46986096719718 103",42
"46986096719718 104",42
"46986096719718 105",42
"46986096719718 106",42
"46986096719718 107",42
"46986096725318 101",22
"46986096725318 102",22
"46986096725318 103",22
"46986096736018 101",42
"46986096736018 102",42
"46986096737318 101",42
"46986096737318 102",42
"46986096737318 103",42
"46986096744818 101",2
"46986096745418 101",2
"46986096745418 102",2
"46986096745418 103",2
"46986096746518 101",22
"46986096746518 102",22
"46986096751618 101",42
"46986096751618 102",42
"46986096763018 101",42
"46986096763118 101",42
"46986096763118 102",42
"46986096763118 103",42
"46986096763118 104",42
"46986096763118 105",42
"46986096767618 101",42
"46986096767618 102",42
"46986096768918 101",42
"46986096773118 101",2
"46986096773118 102",2
"46986096773118 103",2
"46986096777018 101",22
"46986096777018 102",22
"46986096788718 101",42
"46986096788718 102",42
"46986096788718 103",42
"46986096788718 104",42
"46986096793318 101",42
"46986096797818 101",2
"46986096797818 102",2
"46986098203518 101",42
"46986098203518 102",42
"46986098211618 101",22
"46986098211618 102",22
"46986098211618 103",22
"46986098211618 104",22
"46986098214918 101",42
"46986098214918 102",42
"46986098214918 103",42
"46986098214918 104",42
"46986098214918 105",42
"46986098223318 101",42
"46986098225918 101",42
"46986098226718 101",22
"46986098226718 102",22
"46986098229418 101",42
"46986098233418 101",12
"46986098251618 101",42
"46986098251618 102",42
"46986098251618 103",42
"46986098251618 104",42
"46986098251618 105",42
"46986098251618 106",42
"46986098251618 107",42
"46986098251618 108",42
"46986098256718 101",12
"46986098256718 102",12
"46986098256718 103",12
"46986098256818 101",22
"46986098256818 102",22
"46986098256818 103",22
"46986098261318 101",42
"46986098261318 102",42
"46986098261918 101",42
"46986098263118 101",42
"46986098266018 101",61
"46986098267618 101",42
"46986098294418 101",42
"46986098297218 101",22
"46986098815518 101",12
"46986098815518 102",12
"46986098816218 101",22
"46986098816218 102",22
"46986098817318 101",42
"46986098817418 101",42
"46986098828318 101",42
"46986098828318 102",42
"46986098828318 103",42
"46986098828318 104",42
"46986098829118 101",42
"46986098833418 101",12
"46986098833418 102",12
"46986098843118 101",22
"46986098843118 102",22
"46986098845818 101",22
"46986098845818 102",22
"46986098845818 103",22
"46986098848918 101",12
"46986098848918 102",12
"46986098853518 101",12
"46986098853518 102",12
"46986098853518 103",12
"46986098854518 101",42
"46986098854918 101",22
"46986098854918 102",22
"46986098854918 103",22
"46986098856618 101",32
"46986098856718 101",12
"46986098869218 101",22
"46986098869218 102",22
"46986098870518 101",22
"46986098870518 102",22
"46986098875518 101",42
"46986098875518 102",42
"46986098877318 101",22
"46986098879718 101",32
"46986098884018 101",12
"46986098884418 101",22
"46986098884418 102",22
"46986098888318 101",32
"46986098890318 101",42
"46986098890318 102",42
"46986098890518 101",42
"46986098890518 102",42
"46986098893218 101",22
"46986098893218 102",22
"46986098894618 101",42
"46986098894618 102",42
"46986098895418 101",12
"46986098895418 102",12
"46986098899418 101",22
"46986098899418 102",22
"46986098899418 103",22
"46986098899418 104",22
"46986099502718 101",22
"46986099502718 102",22
"46986099506718 101",42
"46986099506718 102",42
"46986099506718 103",42
"46986099506718 104",42
"46986099506718 105",42
"46986099509718 101",41
"46986099509718 102",41
"46986099509718 103",41
"46986099509918 101",39
"46986099509918 102",39
"46986099513418 101",22
"46986099513418 102",22
"46986099517318 101",42
"46986099517318 102",42
"46986099517318 103",42
"46986099517318 104",42
"46986099525518 101",12
"46986099525518 102",12
"46986099525518 103",12
"46986099526818 101",12
"46986099526818 102",12
"46986099526818 103",12
"46986099526818 104",12
"46986099530118 101",32
"46986099530118 102",32
"46986099530118 103",32
"46986099534318 101",22
"46986099534318 102",22
"46986099536518 101",32
"46986099538118 101",12
"46986099550218 101",22
"46986099550218 102",22
"46986099558518 101",12
"46986099558518 102",12
"46986099559318 101",12
"46986099559318 102",12
"46986099559318 103",12
"46986099559318 104",12
"46986099559318 105",12
"46986099559618 101",22
"46986099562218 101",22
"46986099569618 101",12
"46986099573718 101",42
"46986099574618 101",22
"46986099575718 101",12
"46986099575718 102",12
"46986099577818 101",32
"46986099578718 101",12
"46986099578718 102",12
"46986099584018 101",12
"46986099593318 101",42
"46986099593318 102",42
"46986099596418 101",32
"46986099596418 102",32
"46999502314018 101",12
"46999502314918 101",42
"46999502314918 102",42
"46999502319718 101",42
"46999502319718 102",42
"46999502319718 103",42
"46999502319718 104",42
"46999502326818 101",12
"46999502326818 102",12
"46999502326818 103",12
"46999502348318 101",12
"46999502352118 101",12
"46999502363018 101",42
"46999502368618 101",12
"46999502368618 102",12
"46999502373818 101",12
"46999505708618 101",42
"46999505728318 101",42
"46999505728318 102",42
"46999505728318 103",42
"46999505728318 104",42
"46999505728318 105",42
"46999505728318 106",42
"46999505794618 101",53
"46999505794618 102",53
"46999509223518 101",12
"46999509227618 101",12
"46999509233418 101",12
"46999509233418 102",12
"46999509237318 101",42
"46999509237318 102",42
"46999509239218 101",12
"46999509239218 102",12
"46999509295418 101",12
"46999511426818 101",12
"46999511426818 102",12
"46999511450618 101",24
"46999511452118 101",12
"46999511453118 101",12
"46999511453118 102",12
"46999511453118 103",12
"46999511453118 104",12
"46999511468618 101",12
"46999511468618 102",12
"46999511493018 101",12
"46999513600918 101",12
"46999513600918 102",12
"46999513600918 103",12
"46999513600918 104",12
"46999513600918 105",12
"46999513600918 106",12
"46999513600918 107",12
"46999513600918 108",12
"46999513600918 109",12
"46999513600918 110",12
"46999513600918 111",12
"46999513609918 101",12
"46999513609918 102",12
"46999513618318 101",42
"46999513618318 102",12
"46999513618318 103",12
"46999513637318 101",42
"46999513637318 102",42
"46999513637318 103",42
"46999513637318 104",42
"46999513648018 101",12
"46999513648918 101",12
"46999513648918 102",12
"46999513651618 101",42
"46999513651618 102",42
"46999513656718 101",12
"46999513659918 101",12
"46999513663118 101",42
"46999513663118 102",42
"46999513663118 103",42
"46999513663118 104",42
"46999513663118 105",42
"46999513663118 106",42
"46999513663118 107",42
"46999513664718 101",12
"46999513667618 101",42
"46999513668918 101",42
"46999513673718 101",42
"46999513673718 102",42
"46999513688718 101",42
"46999513688718 102",42
"46999513688718 103",42
"46999513688718 104",42
"46999513688718 105",42
"46999517217418 101",42
"46999517217418 102",42
"46999517290518 101",42
"46999517290518 102",42
"46999522803518 101",42
"46999522803518 102",42
"46999522803518 103",42
"46999522806718 101",42
"46999522806718 102",42
"46999522806718 103",42
"46999522818318 101",12
"46999522848918 101",12
"46999522848918 102",12
"46999522861318 101",42
"46999522861318 102",42
"46999522861318 103",42
"46999522861318 104",42
"46999522861318 105",42
"46999522861318 106",42
"46999522861318 107",42
"46999522861318 108",42
"46999522863118 101",42
"46999522863118 102",42
"46999522863118 103",42
"46999522863118 104",42
"46999522868918 101",42
"46999522868918 102",42
"46999522868918 103",42
"46999522885518 101",12
"46999522888718 101",42
"46999522888718 102",42
"46999522891618 101",12
"46999528500918 101",12
"46999528500918 102",12
"46999528508018 101",12
"46999528515918 101",12
"46999528527618 101",12
"46999528537318 101",42
"46999528537318 102",42
"46999528539218 101",12
"46999528539218 102",12
"46999528545818 101",22
"46999528545818 102",22
"46999528545818 103",36
"46999528548918 101",12
"46999528548918 102",12
"46999528548918 103",12
"46999528561318 101",42
"46999528561318 102",42
"46999528561318 103",42
"46999528561318 104",42
"46999528564718 101",12
"46999528564718 102",12
"46999528564718 103",12
"46999528584018 101",12
"46999528584018 102",12
"46999528588018 101",12
"46999528588718 101",42
"46999528588718 102",42
"46999528593218 101",22
"46999528593218 102",22
"46999533414018 101",12
"46999533414018 102",12
"46999533414018 103",12
"46999533414018 104",12
"46999533453118 101",12
"46999533453118 102",12
"46999533453118 103",12
"46999533453118 104",12
"46999535903518 101",42
"46999535903518 102",42
"46999535903518 103",42
"46999535903518 104",42
"46999535903518 105",42
"46999535905418 101",12
"46999535906718 101",42
"46999535906718 102",42
"46999535918318 101",12
"46999535918318 102",12
"46999535918318 103",12
"46999535918318 104",12
"46999535923518 101",12
"46999535933418 101",12
"46999535933418 102",12
"46999535937318 101",42
"46999535937318 102",42
"46999535956718 101",12
"46999535956718 102",12
"46999535956718 103",12
"46999535967618 101",42
"46999535967618 102",42
"46999535973718 101",42
"46999535973718 102",42
"46999535973718 103",61
"46999540804618 101",12
"46999540804618 102",12
"46999540848318 101",12
"46999540850618 101",12
"46999540850618 102",12
"46999540858518 101",12
"46999540873818 101",12
"46999540878718 101",12
"46999540878718 102",12
"46999555208018 101",12
"46999555208018 102",12
"46999555208018 103",12
"46999555233418 101",12
"46999555233418 102",12
"46999555233418 103",12
"46999555233418 104",12
"46999555233418 105",12
"46999555239218 101",12
"46999555239218 102",61
"46999555248918 101",12
"46999555248918 102",12
"46999555248918 103",12
"46999555256718 101",12
"46999555259418 101",12
"46999555259418 102",12
"46999555261318 101",42
"46999555261318 102",42
"46999555261318 103",42
"46999555261318 104",42
"46999555261318 105",42
"46999555267618 101",42
"46999555267618 102",42
"46999555267618 103",42
"46999555273718 101",42
"46999555273718 102",42
"46999555284018 101",12
"46999555284018 102",12
"46999555284018 103",12
"46999555284018 104",12
"46999555288018 101",12
"46999555288018 102",12
"46999555288018 103",12
"46999555288018 104",12
"46999555288018 105",12
"46999555295418 101",12
"46999555295418 102",12
"46999568805418 101",12
"46999568808918 101",12
"46999568808918 102",12
"46999568823518 101",12
"46999568823518 102",12
"46999568823518 103",12
"46999568837518 101",12
"46999568837518 102",12
"46999568837518 103",12
"46999568837518 104",12
"46999568837518 105",12
"46999568848018 101",12
"46999568848018 102",12
"46999568848018 103",12
"46999568850618 101",12
"46999568850618 102",12
"46999568850618 103",12
"46999568850618 104",12
"46999568851618 101",42
"46999568852118 101",12
"46999568853718 101",12
"46999568853718 102",12
"46999568856718 101",12
"46999568856718 102",12
"46999568856718 103",12
"46999568856718 104",12
"46999568856718 105",12
"46999568856718 106",12
"46999568856718 107",12
"46999568859318 101",12
"46999568859418 101",12
"46999568859418 102",47
"46999568859418 103",12
"46999568863118 101",42
"46999568863118 102",42
"46999568864718 101",12
"46999568864718 102",12
"46999568867618 101",42
"46999568867618 102",42
"46999568867618 103",42
"46999568869618 101",12
"46999568869618 102",12
"46999568869618 103",12
"46999568885518 101",12
"46999581603518 101",42
"46999581603518 102",42
"46999581603518 103",42
"46999581603518 104",42
"46999581615918 101",12
"46999581618318 101",12
"46999581627618 101",12
"46999581648018 101",12
"46999581648018 102",12
"46999581648018 103",12
"46999581659418 101",12
"46999581659918 101",12
"46999581659918 102",12
"46999581659918 103",12
"46999581659918 104",12
"46999581659918 105",12
"46999581659918 106",12
"46999581659918 107",12
"46999581659918 108",12
"46999581661318 101",42
"46999581661318 102",42
"46999581663118 101",42
"46999581663118 102",42
"46999581663118 103",42
"46999581663118 104",42
"46999581663118 105",42
"46999581664718 101",12
"46999581664718 102",12
"46999581668918 101",42
"46999581668918 102",42
"46999581688718 101",42
"46999581688718 102",42
"46999581688718 103",42
"46999586000918 101",12
"46999586000918 102",12
"46999586005418 101",12
"46999586005418 102",12
"46999586005418 103",12
"46999586005418 104",12
"46999586005418 105",12
"46999586009918 101",12
"46999586009918 102",12
"46999586009918 103",12
"46999586009918 104",12
"46999586015918 101",12
"46999586015918 102",12
"46999586023518 101",12
"46999586024018 101",22
"46999586048018 101",12
"46999586048018 102",49
"46999586048918 101",12
"46999586048918 102",12
"46999586054918 101",22
"46999586054918 102",22
"46999586054918 103",22
"46999586054918 104",22
"46999586054918 105",22
"46999586068918 101",42
"46999586082818 101",22
"46999586082818 102",22
"46999586082818 103",22
"46999586084418 101",22
"46999586084418 102",22
"46999586084418 103",22
"46999586084418 104",22
"46999586088018 101",12
"46999586088018 102",12
"46999586088018 103",12
"46999586097218 101",22
"46999586097218 102",22
"46999586097218 103",22
"46999586099418 101",22
"46999586099418 102",22
"46999586099418 103",22
"46999592503518 101",42
"46999592523518 101",12
"46999592537318 101",42
"46999592537318 102",42
"46999592551618 101",42
"46999592556718 101",12
"46999592556718 102",12
"46999592559418 101",12
"46999592559418 102",12
"46999592561318 101",42
"46999592567618 101",42
"46999592567618 102",42
"46999592568918 101",42
"46999592568918 102",42
"49520928506718 101",48
"49520928506718 102",48
"49520928506718 103",48
"49520928506718 104",48
"49520928506718 105",48
"49520928551618 101",48
"49520928561318 101",48
"49520928563118 101",48
"49520955288718 101",48
"49520955288718 102",48
"49520981606718 101",48
"49520981606718 102",48
"49520981606718 103",48
"49520981606718 104",48
"49520981606718 105",48
"49520981637318 101",48
"49520981651618 101",48
"49520981651618 102",48
"49520981651618 103",48
"49520981661318 101",48
"49520986037318 101",48
"49520986051618 101",48
"49520986061318 101",48
"49520986061318 102",48
"49520986063118 101",48
"49520986063118 102",48
"49520986063118 103",48
"49520986063118 104",48
"49520986063118 105",48
"49520986068918 101",48
"49596709251618 101",48
"49596709251618 102",48
"49596709268918 101",48
"49596709268918 102",48
"49596709268918 103",48
"49596709268918 104",48
"49596709268918 105",48
"49596709268918 106",48
"49596709288718 101",48
"49596709288718 102",48
"49596713651618 101",48
"49596713651618 102",48
"49596713663118 101",48
"49596713663118 102",48
"49596713663118 103",48
"49596713663118 104",48
"49596713688718 101",48
"49596713688718 102",48
"49596722806718 101",22
"49596722806718 102",27
"49596722806718 103",48
"49596722806718 104",48
"49596722837318 101",48
"49596722837318 102",48
"49596722851618 101",48
"49596722851618 102",48
"49596722863118 101",48
"49596722868918 101",48
"49596722873718 101",48
"49596722873718 102",48
"49596722873718 103",48
"49596722888718 101",48
"49596735906718 101",48
"49596735937318 101",48
"49596735961318 101",48
"49596735961318 102",48
"49596735968918 101",48
"49596735968918 102",48
"49596768803518 101",48
"49596768803518 102",48
"49596768803518 103",48
"49596768806718 101",48
"49596768806718 102",48
"49596768806718 103",48
"49596768851618 101",48
"49596768851618 102",48
"49596768851618 103",48
"49596768863118 101",48
"49596768863118 102",48
"49596768867618 101",48
"49596768867618 102",48
"49596768867618 103",48
"49596768867618 104",48
"49596768873718 101",48
"49596768873718 102",48
"49596768873718 103",48
"49596768888718 101",48
"49596768888718 102",48
"49596768888718 103",48
"49596792506718 101",48
"49596792506718 102",48
"49596792551618 101",48
"49596792551618 102",48
"49596792563118 101",48
"49596792563118 102",48
"49596792563118 103",48
"49596792568918 101",48
"49596792568918 102",48
"49596792573718 101",48
"49596792573718 102",48
"49596792573718 103",48
"49596792573718 104",48
"49596792573718 105",48
"55218506718 101",40
"55241806018 101",40
"55241814918 101",40
"55241866018 101",40
"56233529418 101",40
"56233529418 102",40
"56233529418 103",20
"56233529418 104",40
"56233563018 101",40
"56233563018 102",40
"56245075518 101",40
"61313640619818 101",4
"61313640619818 102",4
"61313640619818 103",4
"61313641801818 101",4
"61313641801818 102",4
"61313641801818 103",4
"61313641818918 101",4
"61313641818918 102",4
"61313641855218 101",4
"61313641867118 101",4
"61313641867118 102",4
"61313641878418 101",4
"61313641878418 102",4
"61313699518918 101",4
"61313699518918 102",4
"61313699531818 101",4
"61355204601818 101",4
"61355204601818 102",4
"61355204601818 103",4
"61355204601818 104",4
"61355204601818 105",4
"61355204616018 101",4
"61355204616018 102",4
"61355204616018 103",4
"61355204619818 101",4
"61355204631818 101",4
"61355204631818 102",4
"61355204631818 103",4
"61355204631818 104",4
"61355204631818 105",4
"61355204655218 101",4
"61355204655218 102",4
"61355204655218 103",4
"61355204667118 101",4
"61355204667118 102",4
"61355204675118 101",4
"61355204675118 102",4
"61355206801818 101",4
"61355206801818 102",4
"61355206801818 103",4
"61355206801818 104",4
"61355206819818 101",4
"61355206819818 102",4
"61355206819818 103",4
"61355206819818 104",4
"61355206855218 101",4
"61355206855218 102",4
"61355206867118 101",4
"61355206875118 101",4
"61355206875118 102",4
"61355227606118 101",4
"61355227606118 102",4
"61355227606118 103",4
"61355227606118 104",4
"61355227606118 105",4
"61355227606118 106",4
"61355227616018 101",19
"61355227616018 102",19
"61355227616018 103",19
"61355227616018 104",19
"61355227618918 101",4
"61355227618918 102",4
"61355227618918 103",4
"61355227618918 104",4
"61355227618918 105",4
"61355227631818 101",4
"61355227631818 102",4
"61355227678418 101",4
"61355233418918 101",4
"61355233418918 102",4
"61355233418918 103",4
"61355233418918 104",4
"61355233418918 105",4
"61355233475118 101",6
"61355234401818 101",4
"61355234406118 101",4
"61355234406118 102",4
"61355234406118 103",4
"61355234419818 101",4
"61355234419818 102",4
"61355234419818 103",4
"61355234475118 101",4
"61355234478418 101",4
"61355240806118 101",4
"61355240806118 102",4
"61355240806118 103",4
"61355240806118 104",4
"61355240816018 101",4
"61355240818918 101",4
"61355240831818 101",4
"61355240831818 102",4
"61355240831818 103",4
"61355268406118 101",4
"61355268406118 102",4
"61355268406118 103",4
"61355268406118 104",4
"61355268419818 101",4
"61355268419818 102",4
"61355268419818 103",4
"61355268455218 101",4
"61355268455218 102",4
"66701748451618 101",48
"66703409237318 101",48
"66703409237318 102",48
"66703409237318 103",48
"66703409237318 104",48
"66703409237318 105",48
"66703409237318 106",48
"66703409251618 101",48
"66703409261318 101",48
"66703409273718 101",48
"66703409273718 102",48
"66703409273718 103",48
"66703413663118 101",48
"66703413663118 102",48
"66703413668918 101",48
"66703413673718 101",48
"66703428503518 101",48
"66703428551618 101",48
"66703428551618 102",48
"66703428551618 103",48
"66703428551618 104",48
"66703428568918 101",48
"66703428568918 102",48
"66703428568918 103",48
"66703428573718 101",48
"66703428573718 102",48
"66703428573718 103",48
"66703428573718 104",48
"66703428573718 105",48
"66703428573718 106",48
"66703428588718 101",48
"66703428588718 102",48
"66703435903518 101",48
"66703435903518 102",48
"66703435937318 101",48
"66703435937318 102",48
"66703435951618 101",48
"66703435951618 102",48
"66703435961318 101",48
"66703435961318 102",48
"66703435961318 103",48
"66703435961318 104",48
"66703435963118 101",48
"66703435963118 102",48
"66703435967618 101",48
"66703435968918 101",48
"66703455203518 101",48
"66703455237318 101",48
"66703455237318 102",48
"66703455237318 103",48
"66703455237318 104",48
"66703455237318 105",48
"66703455261318 101",48
"66703455261318 102",48
"66703455261318 103",48
"66703455261318 104",48
"66703455261318 105",48
"66703455268918 101",48
"66703455288718 101",48
"66703455288718 102",48
"66703455288718 103",48
"66703455288718 104",48
"66703455288718 105",48
"66703468806718 101",48
"66703468806718 102",42
"66703468851618 101",48
"66703468851618 102",48
"66703481637318 101",8
"66703481637318 102",8
"66703481668918 101",48
"66703481668918 102",48
"66703481668918 103",48
"66703481688718 101",48
"66703481688718 102",48
"66703481688718 103",48
"66703481688718 104",48
"66703486063118 101",48
"66703486063118 102",48
"66703486063118 103",48
"66705709894418 101",48
"66705709894418 102",48
"66705709894418 103",48
"66705709894418 104",48
"66705710106018 101",48
"66705710106018 102",48
"66705710106018 103",48
"66705710120718 101",48
"66705710120718 102",48
"66705710120718 103",48
"66705710120718 104",48
"66705710120718 105",48
"66705710120718 106",48
"66705710129418 101",48
"66705710129418 102",48
"66705710166018 101",48
"66705710166018 102",48
"66705710166018 103",48
"66705710166018 104",48
"66705711424318 101",48
"66705711424318 102",48
"66705711449418 101",48
"66705711449418 102",48
"66705711449418 103",6
"66705711449418 104",6
"66705711449418 105",6
"66705711449418 106",6
"66705711465518 101",48
"66705711465518 102",48
"66705711465518 103",48
"66705711465518 104",48
"66705711468718 101",48
"66705711468718 102",48
"66708605725918 101",48
"66708605725918 102",48
"66708605725918 103",48
"66708605794418 101",48
"66708605794418 102",48
"66708617219718 101",48
"66708617219718 102",48
"66708617219718 103",48
"66708617219718 104",48
"66708617220718 101",48
"66708617266018 101",48
"66708617266018 102",61
"66708617266018 103",48
"66708617294418 101",48
"66708617294418 102",48
"66708617294418 103",48
"66708617294418 104",48
"66708617294418 105",48
"66708620917318 101",48
"66708620923318 101",48
"66708620923318 102",48
"66708620923318 103",48
"66708620923318 104",48
"66708620923318 105",48
"66708620936018 101",48
"66708620936018 102",48
"66708620936018 103",48
"66708620936018 104",48
"66708620954518 101",48
"66708620954518 102",48
"66708620993318 101",48
"66708620993318 102",48
"66708634206018 101",48
"66708634219718 101",48
"66708634219718 102",48
"66708634225918 101",48
"66708634225918 102",48
"66708634225918 103",48
"66708634225918 104",48
"66708634263018 101",48
"66708634283118 101",48
"66708634283118 102",48
"66708634283118 103",48
"66708634294418 101",60
"66708682461318 101",48
"66708682461318 102",48
"66708682463118 101",48
"66708682467618 101",32
"66708682468918 101",48
"66708682468918 102",48
"66708682468918 103",48
"66709220406018 101",37
"66709220406018 102",48
"66709220419718 101",48
"66709220419718 102",48
"66709220419718 103",48
"66709220419718 104",48
"66709220419718 105",48
"66709220420718 101",48
"66709220420718 102",48
"66709220420718 103",48
"66709220425918 101",48
"66709220425918 102",48
"66709220425918 103",48
"66709220425918 104",48
"66709220425918 105",48
"66709220483118 101",48
"66709220483118 102",48
"66709220963018 101",48
"66709220963018 102",48
"66709220963018 103",48
"66709221506018 101",48
"66709221506018 102",48
"66709221506018 103",48
"66709221506018 104",48
"66709221506018 105",48
"66709221506018 106",48
"66709221506018 107",48
"66709221506018 108",48
"66709221514918 101",48
"66709221514918 102",48
"66709221519718 101",48
"66709221519718 102",48
"66709221519718 103",48
"66709221520718 101",48
"66709221520718 102",48
"66709221520718 103",48
"66709221525918 101",48
"66709221563018 101",48
"66709221563018 102",48
"66709221566018 101",48
"66709221566018 102",48
"66709221566018 103",48
"66709221583118 101",48
"66709221583118 102",48
"66709221583118 103",48
"66709221583118 104",48
"66709221583118 105",48
"66709221594418 101",48
"66709282820718 101",48
"66709282825918 101",48
"66709282825918 102",48
"66709282825918 103",48
"66709282825918 104",48
"66709282829418 101",48
"66709282829418 102",48
"66709282829418 103",48
"66709282883118 101",48
"66709282894418 101",48
"66709282894418 102",48
"66709293214918 101",48
"66709293214918 102",48
"66709293219718 101",48
"66709293220718 101",48
"66709293220718 102",48
"66709293220718 103",48
"66709293220718 104",48
"66709293220718 105",48
"66709293225918 101",48
"66709293229418 101",48
"66709293263018 101",48
"66709293263018 102",48
"66709293263018 103",48
"66709293266018 101",48
"66709293266018 102",48
"66711402119718 101",48
"66711402120718 101",48
"66711402120718 102",48
"66711402120718 103",48
"66711402125918 101",48
"66711402125918 102",48
"66711402125918 103",48
"66711402125918 104",48
"66711402125918 105",48
"66711402163018 101",48
"66711402163018 102",48
"66711402183118 101",48
"66711402183118 102",48
"66711402194418 101",48
"66711402194418 102",48
"66711404363118 101",48
"66711404614218 101",48
"66711404624318 101",48
"66711404665518 101",48
"66711404665518 102",48
"66711404665518 103",48
"66711404665518 104",48
"66711404665518 105",48
"66711404665518 106",48
"66711404665518 107",48
"66711404665518 108",48
"66711404903518 101",48
"66711404903518 102",48
"66711404917318 101",48
"66711404937318 101",48
"66711404937318 102",48
"66711404937318 103",48
"66711404937318 104",48
"66711404951618 101",48
"66711404951618 102",48
"66711404954518 101",48
"66711404954518 102",48
"66711404961918 101",48
"66711404961918 102",48
"66711404961918 103",48
"66711404961918 104",48
"66711404961918 105",48
"66711404963118 101",48
"66711404963118 102",48
"66711404968918 101",48
"66711404973718 101",48
"66711404973718 102",48
"66711404975518 101",48
"66711404975518 102",48
"66711404975518 103",48
"66711404989418 101",48
"66711404989418 102",48
